,business_id,name,city,state,stars,review_count,categories
13,xwSWtJcQkzTF6HNm_IMgcg,Rusty's Pizza Parlor,Goleta,CA,2.5,94,"Chicken Wings, Salad, Restaurants, Pizza, Italian, Sandwiches"
14,uHprVoxTV7CwKJdaEEf3aA,Challenge Asphalt Paving,Santa Barbara,CA,4.0,18,"Masonry/Concrete, Contractors, Home Services"
15,-kY_HDP7IMvGl-kBIZVU4A,Dune Coffee Roasters - Anacapa,Santa Barbara,CA,4.0,320,"Coffee & Tea, Coffee Roasteries, Food"
16,18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,Carpinteria,CA,4.5,460,"Restaurants, Thai"
17,6jomGWEI4ryImrWPguUQQQ,Santa Barbara Athletic Club,Santa Barbara,CA,3.0,55,"Fitness & Instruction, Swimming Pools, Active Life, Recreation Centers, Gyms"
18,Ed7RUOj9MTUf9U-Y73bYlw,Run Montecito-Summerland,Montecito,CA,2.5,8,Active Life
19,VeIrgRMOK_0ZToziUd2kUA,Franceschi Park,Santa Barbara,CA,4.5,26,"Parks, Active Life"
20,BkmVHg6HjHWMc0OFxcd6VQ,Hair By Audrey Johnson,Santa Barbara,CA,5.0,5,"Hair Stylists, Beauty & Spas, Hair Extensions, Hair Salons"
21,Jb1MlURq6ItKZ244tyoirA,Jessie Sessions - Berkshire Hathaway Santa Barbara,Santa Barbara,CA,5.0,19,"Real Estate Agents, Home Services, Real Estate, Real Estate Services"
22,B5XSoSG3SfvQGtKEGQ1tSQ,Los Padres National Forest,Santa Barbara,CA,4.5,13,"Parks, Active Life"
23,-ujBP1Dw0j1-Ffaz97-LXQ,Lama Dog Tap Room,Santa Barbara,CA,4.0,238,"Beer, Wine & Spirits, Pubs, Arts & Entertainment, Kombucha, Nightlife, Wineries, Food, Bars, Beer Bar"
24,wYROX7rw9fkQrWUS2YyY9g,Will Nelson Fitness,Santa Barbara,CA,5.0,7,"Trainers, Health & Medical, Nutritionists, Boot Camps, Fitness & Instruction, Gyms, Active Life"
25,dFEyk7Si7R-CHCMbxx3oJg,A-1 Auto Repair,Santa Barbara,CA,5.0,21,"Automotive, Auto Repair"
26,UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,Santa Barbara,CA,4.5,116,"Themed Cafes, Cafes, Pets, Arts & Entertainment, Women's Clothing, Coffee & Tea, Shopping, Pet Adoption, Fashion, Pet Sitting, Accessories, Pet Stores, Pet Services, Food, Restaurants"
27,JWFpjvCc_nkNDVtMPx1ZGg,Bogo SB,Santa Barbara,CA,4.5,12,"Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants"
28,JbFsyY7pi85oaY4DoAgwCA,Cat Doctors,Santa Barbara,CA,4.5,29,"Veterinarians, Pets, Pet Services"
29,TteUG63xhW8ORWNzQ1i_1w,Gap,Santa Barbara,CA,2.0,10,"Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing"
30,sCkN50fE_Pe9gwSnwVwiJA,The UPS Store,Santa Barbara,CA,3.5,37,"Notaries, Mailbox Centers, Printing Services, Shipping Centers, Local Services"
31,PhG-1jmDaWxPMAQzjXg_Sw,Nancys Cleaning Services Of Santa Barbara,Santa Barbara,CA,3.5,34,"Window Washing, Home Services, Professional Services, Office Cleaning, Home Cleaning, Local Services, Carpet Cleaning"
32,7qaewBVVl0lOfZPTvtR53w,Star Nails,Goleta,CA,4.0,134,"Beauty & Spas, Nail Salons"
33,HdWXWU6CZueBZsf1oKNBcQ,The Adult Store,Santa Barbara,CA,4.0,32,"Bookstores, Books, Mags, Music & Video, Party Supplies, Event Planning & Services, Adult, Arcades, Fashion, Adult Entertainment, Nightlife, Arts & Entertainment, Personal Shopping, Shopping, Lingerie, Education, Active Life, Adult Education"
34,HVtsnFYAHqqPhJ1-rlWPFQ,Hahka Kitchens,Goleta,CA,4.0,6,"Shopping, Home Services, Kitchen & Bath, Windows Installation, Home & Garden, Cabinetry, Interior Design, Contractors"
35,TZ-bgvsk189WywTLFrqfTQ,Ascending Health Juicery,Santa Barbara,CA,4.5,7,"Food, Health & Medical, Juice Bars & Smoothies"
36,0E9eF5Oh-kd4xCcCs4CX6g,Corazza Mark S MD,Santa Barbara,CA,2.5,14,"Neurologist, Doctors, Health & Medical"
37,GCU4EGXALp7A-dut7vjTMQ,Upholstery Decor,Goleta,CA,4.0,24,"Local Services, Furniture Reupholstery, Antiques, Home & Garden, Shopping, Furniture Stores, Mattresses"
38,9L-MR0arflwFMF9szEBOOg,California Wine Festival,Santa Barbara,CA,4.5,7,"Wineries, Food, Restaurants, Arts & Entertainment, Festivals, Food Stands"
39,_L0DNfnS5VFGv-V1WcMdmA,Hugo's Auto Detailing,Santa Barbara,CA,5.0,15,"Automotive, Auto Glass Services, Car Wash, Auto Detailing"
40,aYMpjij5ShtEoZueMrQPRw,The Mill,Santa Barbara,CA,4.0,5,"Breweries, Shopping, Food Court, Food, Venues & Event Spaces, Restaurants, Event Planning & Services, Wineries, Wine Tasting Room, Arts & Entertainment, Shopping Centers"
41,PaqDZUu76fZtMvcYqCEBig,Rincon Brewery,Santa Barbara,CA,4.0,32,"Breweries, Brewpubs, Food"
42,ad20p91cUnFe6hCvwzUVdA,Mission Appliance Service,Goleta,CA,4.0,13,"Appliances & Repair, Local Services, Home & Garden, Shopping, Appliances"
43,3hv0_BFbB32m_hay8zxfJg,Pour Santa Barbara,Santa Barbara,CA,5.0,14,"Bartenders, Event Planning & Services"
44,zliWQ4TXYzcehYQQbeQiYA,Party Proper Productions,Santa Barbara,CA,5.0,7,"DJs, Event Planning & Services"
45,PHa__dszwtpRaSEx1CYgNg,Enterprise Rent-A-Car,Goleta,CA,3.5,43,"Car Rental, Hotels & Travel"
46,XcMTtU_twdP_Zd7oWBkceg,Santa Barbara Surf School,Santa Barbara,CA,5.0,22,"Surf Schools, Education, Paddleboarding, Beach Equipment Rentals, Specialty Schools, Active Life, Surfing"
47,XLbh-HlT8Hgh9VTvVZJrTw,Cowboys and Angels Salon,Santa Barbara,CA,5.0,17,"Beauty & Spas, Hair Salons"
48,q4oXv_YMmrZ_4l57A4fx9A,Granny's Garage,Santa Barbara,CA,4.5,28,"Auto Repair, Automotive"
49,jl5PVOwI3kgyeNMOWe1BVA,Murphy Daniel A Atty,Santa Barbara,CA,2.5,5,"Divorce & Family Law, Criminal Defense Law, Lawyers, Professional Services"
50,c6EVSB0qWsGDdNdYcwScgA,Carpinteria 76,Carpinteria,CA,2.0,12,"Convenience Stores, Gas Stations, Food, Automotive"
51,m7ZMD292wH286GK9GGkXrg,Aaron Jorgensen Plumbing,Goleta,CA,5.0,5,"Home Services, Plumbing"
52,MiMRlsXOpHJMSTDAuw8s1w,Su’s Bowl,Isla Vista,CA,3.5,18,"Chinese, Restaurants, Asian Fusion, Szechuan"
53,oXP5aohLv5e7R4eahaGXkQ,B and D's Curbside Grill,Santa Barbara,CA,3.5,6,"Food, Food Trucks"
54,7j8rT3FZbXgL4k0DnXi2Mw,"West Beach Inn, a Coast Hotel",Santa Barbara,CA,4.0,137,"Event Planning & Services, Hotels, Hotels & Travel"
55,o7ve1hUoAjAd5pnTzikfhw,Aquatic Designs,Goleta,CA,4.0,9,"Pet Stores, Pets"
56,-IVVkCDU6E-WOBJvt9FveQ,Sansum Clinic Obstetrics & Gynecology,Santa Barbara,CA,2.5,17,"Obstetricians & Gynecologists, Health & Medical, Medical Centers, Doctors"
57,o1d0nqb5-9SexTMxYaMY9w,Dustie Wagens,Santa Barbara,CA,5.0,8,"Tours, Hotels & Travel, Wine Tours, Campgrounds, Car Rental, Active Life, Wedding Planning, Surfing, Event Planning & Services"
58,ULORSTWTa5PbyjM6K4tWDA,Dodo Limo & Transportation,Santa Barbara,CA,4.5,15,"Transportation, Local Services, Limos, Hotels & Travel, Wine Tours, Taxis, Tours, Town Car Service, Airport Shuttles"
59,ju4YP8SLdR_BmWr_-Xh83Q,Phamous Cafe,Goleta,CA,4.0,220,"Food, Vietnamese, Restaurants, Bubble Tea"
60,9nkC0h6hwq2pCLsEy97abA,"Carissa Cassone, LE",Santa Barbara,CA,4.5,6,"Beauty & Spas, Skin Care, Hair Removal, Permanent Makeup"
61,qdpdUjdkEUpzYDdce2yZng,Plaza Deli,Santa Barbara,CA,4.0,188,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis"
62,2eVDlVkr2uD3wdr6PbL7_A,Wells Fargo Bank,Isla Vista,CA,4.5,9,"Banks & Credit Unions, Financial Services"
63,FcT5E4EoNe6dUOPYkenSdw,Milpas Rental,Santa Barbara,CA,4.5,9,"Truck Rental, Automotive, Home Services, Machine & Tool Rental, Contractors, Local Services, Trailer Rental"
64,a3iJjFzOy437mBKt4bqPqw,The Barber Shop,Santa Barbara,CA,4.0,79,"Shoe Shine, Men's Hair Salons, Barbers, Hair Salons, Local Services, Beauty & Spas, Hair Stylists"
65,tASk64QgOZgeM_APz7wJFA,Urban Optics Optometric Center,Santa Barbara,CA,5.0,101,"Health & Medical, Eyewear & Opticians, Sunglasses, Optometrists, Laser Eye Surgery/Lasik, Ophthalmologists, Doctors, Shopping"
66,8yDgFRYjTYdtBH9PVk9E_w,Amador Matchmaking,Santa Barbara,CA,5.0,5,"Matchmakers, Professional Services, Local Flavor, Nightlife, Life Coach"
67,qQmdJFMWoDe2T2lbacBE8g,Best Western Plus Pepper Tree Inn,Santa Barbara,CA,3.5,210,"Event Planning & Services, Hotels & Travel, Hotels"
68,HK814n_8tYF94a5on_M2ZQ,Imagine Weddings & Special Events,Santa Barbara,CA,5.0,33,"Wedding Planning, Event Planning & Services, Photographers"
69,pUVRCYL8rT4I5Ry5FYkRsA,Topa Topa Brewing Company,Santa Barbara,CA,4.5,105,"Food, Breweries"
70,DX4e8nKKzmawpOkMDvd5XA,Cloud Nine Treatments,Santa Barbara,CA,5.0,7,"Tanning, Hair Extensions, Spray Tanning, Skin Care, Hair Salons, Massage, Eyelash Service, Beauty & Spas"
71,s4rcTUy6_6yw9h5dkPKuqw,Stabiles Mobile,Santa Barbara,CA,4.0,10,"Home & Garden, Accessories, Shopping, Home Decor, Fashion, Flowers & Gifts, Jewelry, Gift Shops"
72,_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,Carpinteria,CA,4.5,97,"Sandwiches, Specialty Food, Food, Health Markets, Juice Bars & Smoothies, Restaurants"
73,1vj7ACAQgZHCY6vzo2xBdg,Lighthouse Skateshop,Santa Barbara,CA,5.0,25,"Skate Shops, Shopping, Sporting Goods"
74,a-XObFbcLrg3c0KRmtYD6Q,ATG Auto Repair,Goleta,CA,4.5,36,"Transmission Repair, Tires, Oil Change Stations, Auto Repair, Automotive"
75,1DXmpiD6U5qid4ppPsv44w,Ecola Termite & Pest Control Services,Santa Barbara,CA,4.5,5,"Pest Control, Local Services"
76,dGVsh3S39RlPj_MfBZklZQ,Elings Park,Santa Barbara,CA,4.5,44,"Active Life, Playgrounds, Parks"
77,DvblBXJOWydtNFVqLmlS4A,Dalee Car Bath,Santa Barbara,CA,4.5,17,"Auto Detailing, Body Shops, Automotive, Car Wash"
78,1mqNI-eS2fnQv9kQn5yB4A,Vera Kong Piano Studio,Santa Barbara,CA,5.0,10,"Musical Instruments & Teachers, Event Planning & Services, Education, Piano Services, Shopping, Musical Instrument Services, Local Services, Private Tutors, Musicians"
79,SOl2m-ZsAmnCuQGdMZeANQ,Red Pepper Chinese Food Express,Isla Vista,CA,3.5,5,"Restaurants, Fast Food, Chinese"
80,RHZagAH6yiUx4seNWka3hQ,Sport Cycle Pacific,Santa Barbara,CA,5.0,6,"Automotive, Motorcycle Dealers"
81,2xM4gM1FVyPbnzgjIJNIrQ,The Blue Door,Santa Barbara,CA,4.5,40,"Home Services, Accessories, Home & Garden, Shopping, Used, Vintage & Consignment, Interior Design, Home Decor, Furniture Stores, Fashion, Antiques"
82,SHk_eYKzIOPvgwvTThtXiQ,Romaine's,Goleta,CA,3.5,6,"American (Traditional), Vegetarian, Restaurants"
83,CcnlqyP_asIREYktlsAuIA,Bartlette Electric,Santa Barbara,CA,5.0,11,"Electricians, Home Services"
84,qO9dNNIvNbCBd8ZgjxMxgQ,HOME Santa Barbara,Santa Barbara,CA,4.5,13,"Home & Garden, Furniture Stores, Home Decor, Shopping, Flowers & Gifts, Gift Shops"
85,8kp1eqQflG1bHCTXnITnqA,El Presidio de Santa Bárbara State Historic Park,Santa Barbara,CA,4.0,31,"Museums, Landmarks & Historical Buildings, Arts & Entertainment, Public Services & Government"
86,MAIfD4kJDCydgoD1l2b_vw,Corks n' Crowns,Santa Barbara,CA,4.0,276,"Wine Bars, Beer, Wine & Spirits, Nightlife, Bars, Arts & Entertainment, Wineries, Food"
87,sjNVeNqhDjEFHoOybnt2ug,Meun Fan Thai Cafe,Goleta,CA,3.5,157,"Thai, Restaurants"
88,jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,Santa Barbara,CA,4.0,195,"Restaurants, Soup, Salad, Thai"
89,DnkpXhc5DKdeBT-0jG13JQ,Carpinteria Lock & Key,Carpinteria,CA,5.0,70,"Security Systems, Keys & Locksmiths, Home Services"
90,msTdN24LLJ4Dg1tdBjoG-w,Beach Motor & Tires,Carpinteria,CA,5.0,11,"Auto Repair, Auto Parts & Supplies, Oil Change Stations, Automotive, Tires"
91,Zh09tfHtkRaausaEnVrXzA,A-American Self Storage,Santa Barbara,CA,4.0,5,"Self Storage, Local Services"
92,4z3WB3Lb5m5in4Eg4Dh-zw,Chava Stich N Print,Goleta,CA,5.0,11,"Embroidery & Crochet, Shopping, Local Services, Screen Printing/T-Shirt Printing, Arts & Crafts"
93,aXOWRD_3H_5KvYZQ5HWPeA,Slanging Ink,Santa Barbara,CA,4.5,5,"Tattoo, Beauty & Spas, Piercing"
94,yeuyv11rUuGNRScqwxuHzA,Santa Barbara Jet Boats,Santa Barbara,CA,4.0,40,"Boating, Active Life, Local Flavor, Rafting/Kayaking"
95,DBh30kBSyS9CQ2zRn6uUkA,Santa Barbara Cryotherapy,Santa Barbara,CA,5.0,12,"Beauty & Spas, Cryotherapy, Health & Medical, Weight Loss Centers, Physical Therapy, Pain Management, Doctors"
96,I1mKxV_Z6WBARNkSCWxu6g,Hempwise,Santa Barbara,CA,4.5,5,"Men's Clothing, Shopping, Fashion, Department Stores, Cannabis Clinics, Women's Clothing, Head Shops, Accessories, Health & Medical"
97,ZUf0LUtX_bwNp1fYBhM_CA,Smart & Final Extra!,Carpinteria,CA,2.5,16,"Grocery, Fashion, Department Stores, Shopping, Food, Wholesale Stores"
98,Yoy4h6G8S2F0_3-WvS8y1A,Arrow Electric,santa Barbara,CA,4.5,15,"Electricians, Home Services, Utilities"
99,bbEXAEFr4RYHLlZ-HFssTA,The Original Habit Burger Grill,Goleta,CA,4.0,329,"Fast Food, Burgers, Restaurants"
100,1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,Carpinteria,CA,4.5,885,"American (Traditional), Restaurants, Seafood, Burgers, Tacos, Sandwiches, Mexican, Bars, Food, Beer Bar, Juice Bars & Smoothies, Nightlife"
101,XJH_895Em-NHtNovHTSyXA,Life Vessel Santa Barbara,Santa Barbara,CA,5.0,5,"Professional Services, Beauty & Spas, Day Spas"
102,dCj6qNqxpuXR5gmVT_Ek3A,Muller Aquatic Center,Santa Barbara,CA,4.5,5,"Fitness & Instruction, Health & Medical, Swimming Lessons/Schools, Hydrotherapy, Active Life, Education, Swimming Pools, Physical Therapy, Specialty Schools, Trainers"
103,DJek6E-1UghE9TmhGKKiuA,Christ Presbyterian Church,Santa Barbara,CA,4.5,5,"Churches, Religious Organizations"
104,gFR-VYxGVsTQ4WeZK_mK4g,Bartlein & Co,Santa Barbara,CA,1.5,46,"Real Estate, Property Management, Home Services"
105,sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,Santa Barbara,CA,3.5,197,"Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New)"
106,GEGTsaKaO1R9fFB4sGS5qw,Santa Barbara Food Connection,Goleta,CA,4.5,10,"Mexican, Restaurants, Food Trucks, Food"
107,F3hodU4n8KmlveLcEX31UA,Financial Credit Network,Santa Barbara,CA,1.5,6,Financial Services
108,Qi-A4ZgcEuSnq_8Fpfo_3Q,Our Lady of Guadalupe Mercado,Santa Barbara,CA,4.5,8,"Mexican, Arts & Entertainment, Festivals, Restaurants, Religious Organizations, Churches"
109,Q4NzKHw97EthvpQatme4Jw,La Maison Santa Barbara,Santa Barbara,CA,5.0,9,"Hotels & Travel, Vacation Rentals, Event Planning & Services, Hotels"
110,NYowvk8by5WdlQZxGLLvTg,Bella Vista Designs,Santa Barbara,CA,4.5,36,"Party & Event Planning, Event Planning & Services"
111,x7_JxtIkM4dbfTiz8nLGwg,"Steven W. Pearson, MD",Santa Barbara,CA,3.0,10,"Doctors, Health & Medical, Orthopedists, Orthotics, Podiatrists, Surgeons, Sports Medicine"
112,SVas2tUaSBa2N-rchLlxHw,Wency's Dog & Puppy Training,Santa Barbara,CA,5.0,10,"Pets, Pet Services, Pet Training"
113,Wy8Hswf2cLQGRZN6armkag,Jack in the Box,Goleta,CA,1.5,86,"Restaurants, Fast Food, Mexican, Tacos, Burgers, Breakfast & Brunch"
114,N9L6lmVPdzb24r6wFst2Hg,Alegria By Design,Santa Barbara,CA,5.0,27,"Professional Services, Event Planning & Services, Wedding Planning, Party & Event Planning, Florists, Flowers & Gifts, Shopping"
115,ayhcmJ7zoUS_GsNg6L8w9w,B.U.N.S.,Santa Barbara,CA,4.5,8,"Animal Shelters, Pets, Pet Services"
116,9PN9A30lz8YFlcHIVDweYw,Dave's Organic Gardening,Santa Barbara,CA,4.5,8,"Home & Garden, Gardeners, Landscaping, Health & Medical, Nurseries & Gardening, Irrigation, Shopping, Home Services"
117,tRpeP4jrqoR89dK2lXIClQ,Carpinteria Shores,Carpinteria,CA,4.0,8,"Hotels, Hotels & Travel, Event Planning & Services"
118,PFEC0Z-5rT7l_DR6cySCOQ,The Tully,Santa Barbara,CA,4.5,18,"Bars, Karaoke, Nightlife"
119,Pn8De1oaG2RzlhJYhBYkqg,MICHAEL & ANNA COSTA PHOTOGRAPHY,Santa Barbara,CA,5.0,41,"Session Photography, Event Planning & Services, Photographers, Event Photography"
120,Lsobf10iNVfWUt3_PBIDyg,Tremblay Financial Services,Santa Barbara,CA,3.0,9,"Financial Services, Investing, Financial Advising"
121,8zylrReA4CwjoPjAYMxXuA,The H Law Group,Santa Barbara,CA,5.0,39,"Lawyers, Criminal Defense Law, Professional Services, DUI Law, Private Investigation"
122,vC2qm1y3Au5czBtbhc-DNw,Sushi Teri,Carpinteria,CA,3.0,167,"Restaurants, Sushi Bars"
123,LHzWEwFemndC1q1UTi8Itw,Santa Barbara PC Mechanic,Santa Barbara,CA,5.0,28,"Data Recovery, Home Services, Home Network Installation, IT Services & Computer Repair, Local Services"
124,9L0z0ivnpf_rLVxUl95duw,Urban Statement,Santa Barbara,CA,5.0,9,"Beauty & Spas, Hair Salons"
125,-NSoqWG0CJ6peD2Zg3hBdA,Chandler Salon,Santa Barbara,CA,5.0,41,"Beauty & Spas, Barbers, Men's Hair Salons, Hair Salons, Blow Dry/Out Services, Hair Stylists"
126,DD3TxygdxBxKh9gbjCuLDA,Events By Rincon,Carpinteria,CA,4.5,109,"Restaurants, American (Traditional), Food Delivery Services, Caterers, Venues & Event Spaces, Cocktail Bars, Bars, Wedding Planning, Nightlife, Food, Event Planning & Services"
127,Y-jtSRglYdxr--7aOYyDig,Montecito Optometry,Santa Barbara,CA,5.0,8,"Shopping, Health & Medical, Sunglasses, Optometrists, Laser Eye Surgery/Lasik, Eyewear & Opticians"
128,tsxo_nwoc058R7oR-J40Hg,The Vintage Fox,Santa Barbara,CA,5.0,6,"Shopping, Gift Shops, Antiques, Home Decor, Thrift Stores, Home & Garden, Flowers & Gifts"
129,9TWa1v7HYomiqdbQJbMS7A,Santa Barbara County Sleep Shoppes and Design Center,Santa Barbara,CA,3.0,21,"Furniture Stores, Home & Garden, Shopping, Home Decor, Mattresses"
130,GOgNXJ85wv9rPAMhjxYILg,Island View Nursery,Carpinteria,CA,3.5,14,"Shopping, Home & Garden, Nurseries & Gardening"
131,QF1YPdDqpn0KGI2eOUXHqg,The Shopkeepers,Santa Barbara,CA,4.5,10,"Women's Clothing, Jewelry, Art Galleries, Shopping, Arts & Entertainment, Fashion"
132,YCus7sTuozlDJhIBf8szzw,Fitness 19,Santa Barbara,CA,3.0,91,"Cycling Classes, Gyms, Circuit Training Gyms, Active Life, Fitness & Instruction"
133,D5Oj2J03gwy6flkMZM79Aw,Santa Barbara Airbus,Goleta,CA,3.5,86,"Tours, Hotels & Travel, Airport Shuttles, Limos, Buses, Wine Tours, Bus Rental, Local Services, Bus Tours, Transportation"
134,YqDrFqM-dH6vsASpSbnMew,The Goodland Pet Hospital - La Concepcion,Goleta,CA,3.5,45,"Veterinarians, Pets"
135,PsFQZqgJ_219iIi51PJPAg,Surf N Wear's Beach House,Santa Barbara,CA,4.0,45,"Outdoor Gear, Fashion, Sporting Goods, Beach Equipment Rentals, Surf Schools, Hats, Shopping, Eyewear & Opticians, Souvenir Shops, Surf Shop, Swimwear, Men's Clothing, Active Life, Education, Specialty Schools, Women's Clothing"
136,9cJ9vOI-wmOBdfq_KyZnFw,Top Shop Automotive,Santa Barbara,CA,4.0,87,"Auto Parts & Supplies, Wheel & Rim Repair, Oil Change Stations, Tires, Towing, Auto Repair, Automotive"
137,c-FOJ4B2CGmNjJ_Xlu6cTA,Willa Kveta Photography,Santa Barbara,CA,5.0,20,"Event Planning & Services, Session Photography, Photographers, Event Photography"
138,STKMibq1pMB_XAu8UO0cqA,Barbara Rose Sherman,Santa Barbara,CA,5.0,5,"Wedding Planning, Event Planning & Services, Venues & Event Spaces, Party & Event Planning, Officiants"
139,6JFTijOMHB46yBoyVOjPCA,Santa Barbara County Courthouse,Santa Barbara,CA,4.5,251,"Courthouses, Active Life, Event Planning & Services, Landmarks & Historical Buildings, Public Services & Government, Parks, Venues & Event Spaces"
140,N1a8VpnoRUJhBEPy1AquHQ,Southern California Reproductive Center,Santa Barbara,CA,3.5,24,"Health & Medical, Doctors, Fertility, Medical Centers, Obstetricians & Gynecologists"
141,SVDKFJCjkWXhksm2TBnCVg,Alta Orthopaedics,Santa Barbara,CA,3.5,65,"Health & Medical, Orthopedists, Sports Medicine, Physical Therapy, Doctors"
142,PQpB3vL9HeqaPsqzJe9JYw,GameStop,Santa Barbara,CA,3.0,22,"Toy Stores, Books, Mags, Music & Video, Video Game Stores, Shopping, Videos & Video Game Rental, Hobby Shops, Electronics"
143,im35mq8Fz1VZfYu4j7NqNg,Modern Laundry,Santa Barbara,CA,4.0,86,"Laundry Services, Local Services, Dry Cleaning & Laundry"
144,DzpaiMQnB_sNhZPrgdvKHg,Sushiya Express,Goleta,CA,3.5,163,"Sushi Bars, Caterers, Food, Fast Food, Event Planning & Services, Japanese, Food Delivery Services, Korean, Restaurants, Specialty Food, Asian Fusion"
145,2YTJa7DDWx2TQmHu-tPXlg,MOXI - The Wolf Museum Of Exploration + Innovation,Santa Barbara,CA,4.5,141,"Children's Museums, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Museums, Art Museums"
146,MfyUK58sdUokMdIZNdem0w,Sandpiper Lodge,Santa Barbara,CA,2.5,186,"Event Planning & Services, Hotels, Hotels & Travel"
147,plfsNtG8t84FV43rKuwrzA,Hi Fi Club,Santa Barbara,CA,4.0,9,"Radio Stations, Electronics Repair, Local Services, Home Theatre Installation, High Fidelity Audio Equipment, Security Systems, Home Automation, Home Services, Mass Media, Electronics, Shopping, Home Network Installation"
148,2nk4hq2oRfym8ROQ5iS47g,The Red Piano,Santa Barbara,CA,4.5,229,"Event Planning & Services, Nightlife, Bars, Music Venues, Musicians, Piano Bars, Lounges, Arts & Entertainment, Dance Clubs, Cocktail Bars"
149,UOj67HwLWdmCxereBvIlUQ,Inner Wellness  Cente,Santa Barbara,CA,5.0,18,"Day Spas, Colonics, Beauty & Spas, Doctors, Naturopathic/Holistic, Health & Medical, Medical Spas"
150,FDTwPQ4CNWEOY0rfh4eTzQ,ParadICE Hawaiian Shave Ice & Ice Cream,Santa Barbara,CA,5.0,192,"Food, Caterers, Event Planning & Services, Ice Cream & Frozen Yogurt, Shaved Ice, Desserts"
151,HwoJYHw9DJdGpM-xiCcDPw,R J Carroll and Sons Plumbing,Santa Barbara,CA,1.5,12,"Home Services, Plumbing"
152,KCU-pnUi_ct1eWFW1GsIbA,Loose Pooch Dog Club,Santa Barbara,CA,4.0,23,"Pet Sitting, Pets, Pet Groomers, Shopping, Souvenir Shops, Pet Training, Pet Services"
153,CHh0ZFrQcsk4boOItr2Zuw,Albertsons,Carpinteria,CA,3.0,58,"Grocery, Drugstores, Pharmacy, Shopping, Food, Health & Medical"
154,rHDn8wQTL8wRmS2CWSK_EQ,The Hive Beauty Shop,Santa Barbara,CA,5.0,6,"Beauty & Spas, Skin Care, Hair Salons, Hair Stylists"
155,6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,Goleta,CA,4.0,128,"Mexican, Restaurants, Breakfast & Brunch"
156,_W9lITxMHNInaS2Lv2XoUw,Casa Del Mar Inn,Santa Barbara,CA,4.0,194,"Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast"
